"geneid"	"diseaseid"	"diseaseterm"	"disgenet.curated"	"disgenet.all"	"guildify.curated"	"guildify.all"
9839	"C0239946"	"Fibrosis, Liver"	0	1	0	0
9965	"C0239946"	"Fibrosis, Liver"	0	1	0	0
9966	"C0239946"	"Fibrosis, Liver"	0	1	0	0
9971	"C0239946"	"Fibrosis, Liver"	0	1	0	0
9975	"C0239946"	"Fibrosis, Liver"	0	1	0	0
10232	"C0239946"	"Fibrosis, Liver"	0	1	0	0
10246	"C0239946"	"Fibrosis, Liver"	1	1	0	0
10253	"C0239946"	"Fibrosis, Liver"	0	1	0	0
10308	"C0239946"	"Fibrosis, Liver"	0	1	0	0
10365	"C0239946"	"Fibrosis, Liver"	0	1	0	0
10461	"C0239946"	"Fibrosis, Liver"	0	1	0	0
10516	"C0239946"	"Fibrosis, Liver"	0	1	0	0
10534	"C0239946"	"Fibrosis, Liver"	0	1	0	0
10598	"C0239946"	"Fibrosis, Liver"	0	1	0	0
10653	"C0239946"	"Fibrosis, Liver"	0	1	0	0
10663	"C0239946"	"Fibrosis, Liver"	0	1	0	0
10671	"C0239946"	"Fibrosis, Liver"	0	1	0	0
10806	"C0239946"	"Fibrosis, Liver"	0	1	0	0
10966	"C0239946"	"Fibrosis, Liver"	0	1	0	0
11075	"C0239946"	"Fibrosis, Liver"	0	1	0	0
22915	"C0239946"	"Fibrosis, Liver"	0	1	0	0
23049	"C0239946"	"Fibrosis, Liver"	0	1	0	0
23322	"C0239946"	"Fibrosis, Liver"	0	1	0	0
23411	"C0239946"	"Fibrosis, Liver"	0	1	0	0
23524	"C0239946"	"Fibrosis, Liver"	0	1	0	0
23534	"C0239946"	"Fibrosis, Liver"	0	1	0	0
23765	"C0239946"	"Fibrosis, Liver"	0	1	0	0
25805	"C0239946"	"Fibrosis, Liver"	0	1	0	0
25897	"C0239946"	"Fibrosis, Liver"	0	1	0	0
25928	"C0239946"	"Fibrosis, Liver"	0	1	0	0
26073	"C0239946"	"Fibrosis, Liver"	0	1	0	0
26160	"C0239946"	"Fibrosis, Liver"	0	1	0	0
26266	"C0239946"	"Fibrosis, Liver"	1	1	0	0
26503	"C0239946"	"Fibrosis, Liver"	0	1	0	0
26998	"C0239946"	"Fibrosis, Liver"	0	1	0	0
27031	"C0239946"	"Fibrosis, Liver"	0	1	0	0
27035	"C0239946"	"Fibrosis, Liver"	0	1	0	0
27123	"C0239946"	"Fibrosis, Liver"	0	1	0	0
27250	"C0239946"	"Fibrosis, Liver"	0	1	0	0
27303	"C0239946"	"Fibrosis, Liver"	0	1	0	0
50507	"C0239946"	"Fibrosis, Liver"	0	1	0	0
50616	"C0239946"	"Fibrosis, Liver"	0	1	0	0
50943	"C0239946"	"Fibrosis, Liver"	0	1	0	0
51014	"C0239946"	"Fibrosis, Liver"	0	1	0	0
51311	"C0239946"	"Fibrosis, Liver"	0	1	0	0
51330	"C0239946"	"Fibrosis, Liver"	0	1	0	0
51473	"C0239946"	"Fibrosis, Liver"	0	1	0	0
51561	"C0239946"	"Fibrosis, Liver"	0	1	0	0
51651	"C0239946"	"Fibrosis, Liver"	0	1	0	0
53342	"C0239946"	"Fibrosis, Liver"	0	1	0	0
53345	"C0239946"	"Fibrosis, Liver"	0	1	0	0
54106	"C0239946"	"Fibrosis, Liver"	0	1	0	0
54822	"C0239946"	"Fibrosis, Liver"	1	1	1	0
55065	"C0239946"	"Fibrosis, Liver"	0	1	0	0
55505	"C0239946"	"Fibrosis, Liver"	0	1	0	0
55532	"C0239946"	"Fibrosis, Liver"	1	1	1	0
55651	"C0239946"	"Fibrosis, Liver"	0	1	0	0
55662	"C0239946"	"Fibrosis, Liver"	0	1	0	0
55704	"C0239946"	"Fibrosis, Liver"	0	1	0	0
55764	"C0239946"	"Fibrosis, Liver"	0	1	0	0
55818	"C0239946"	"Fibrosis, Liver"	0	1	0	0
55870	"C0239946"	"Fibrosis, Liver"	0	1	0	0
55907	"C0239946"	"Fibrosis, Liver"	0	1	0	0
56005	"C0239946"	"Fibrosis, Liver"	0	1	0	0
56034	"C0239946"	"Fibrosis, Liver"	0	1	0	0
56623	"C0239946"	"Fibrosis, Liver"	0	1	0	0
56729	"C0239946"	"Fibrosis, Liver"	0	1	0	0
56902	"C0239946"	"Fibrosis, Liver"	0	1	0	0
57410	"C0239946"	"Fibrosis, Liver"	0	1	0	0
57447	"C0239946"	"Fibrosis, Liver"	0	1	0	0
57545	"C0239946"	"Fibrosis, Liver"	0	1	0	0
57556	"C0239946"	"Fibrosis, Liver"	0	1	0	0
57794	"C0239946"	"Fibrosis, Liver"	0	1	0	0
57817	"C0239946"	"Fibrosis, Liver"	0	1	0	0
58157	"C0239946"	"Fibrosis, Liver"	0	1	0	0
58191	"C0239946"	"Fibrosis, Liver"	0	1	0	0
59272	"C0239946"	"Fibrosis, Liver"	0	1	0	0
59341	"C0239946"	"Fibrosis, Liver"	0	1	0	0
64319	"C0239946"	"Fibrosis, Liver"	0	1	0	0
64581	"C0239946"	"Fibrosis, Liver"	0	1	0	0
64750	"C0239946"	"Fibrosis, Liver"	0	1	0	0
64806	"C0239946"	"Fibrosis, Liver"	0	1	0	0
79048	"C0239946"	"Fibrosis, Liver"	0	1	0	0
79258	"C0239946"	"Fibrosis, Liver"	0	1	0	0
79581	"C0239946"	"Fibrosis, Liver"	0	1	0	0
79594	"C0239946"	"Fibrosis, Liver"	0	1	0	0
80184	"C0239946"	"Fibrosis, Liver"	0	1	0	0
80326	"C0239946"	"Fibrosis, Liver"	0	1	0	0
80339	"C0239946"	"Fibrosis, Liver"	0	1	0	0
80781	"C0239946"	"Fibrosis, Liver"	0	1	0	0
81622	"C0239946"	"Fibrosis, Liver"	1	1	1	0
84166	"C0239946"	"Fibrosis, Liver"	0	1	0	0
84868	"C0239946"	"Fibrosis, Liver"	0	1	0	0
90865	"C0239946"	"Fibrosis, Liver"	0	1	0	0
91039	"C0239946"	"Fibrosis, Liver"	0	1	0	0
91147	"C0239946"	"Fibrosis, Liver"	1	1	1	0
92086	"C0239946"	"Fibrosis, Liver"	0	1	0	0
92170	"C0239946"	"Fibrosis, Liver"	0	1	0	0
93649	"C0239946"	"Fibrosis, Liver"	0	1	0	0
114548	"C0239946"	"Fibrosis, Liver"	0	1	0	0
114757	"C0239946"	"Fibrosis, Liver"	0	1	0	0
120227	"C0239946"	"Fibrosis, Liver"	1	1	0	0
121278	"C0239946"	"Fibrosis, Liver"	0	1	0	0
127700	"C0239946"	"Fibrosis, Liver"	0	1	0	0
145624	"C0239946"	"Fibrosis, Liver"	0	1	0	0
150684	"C0239946"	"Fibrosis, Liver"	1	1	1	0
151056	"C0239946"	"Fibrosis, Liver"	0	1	0	0
158506	"C0239946"	"Fibrosis, Liver"	0	1	0	0
163702	"C0239946"	"Fibrosis, Liver"	0	1	0	0
169792	"C0239946"	"Fibrosis, Liver"	0	1	0	0
203286	"C0239946"	"Fibrosis, Liver"	1	1	1	0
252995	"C0239946"	"Fibrosis, Liver"	0	1	0	0
282617	"C0239946"	"Fibrosis, Liver"	0	1	0	0
284086	"C0239946"	"Fibrosis, Liver"	0	1	0	0
340419	"C0239946"	"Fibrosis, Liver"	0	1	0	0
353376	"C0239946"	"Fibrosis, Liver"	0	1	0	0
378938	"C0239946"	"Fibrosis, Liver"	0	1	0	0
388372	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406884	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406906	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406910	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406913	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406919	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406921	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406934	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406937	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406938	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406976	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406977	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406980	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406983	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406984	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406985	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406991	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406992	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406996	"C0239946"	"Fibrosis, Liver"	0	1	0	0
406997	"C0239946"	"Fibrosis, Liver"	1	1	0	0
407002	"C0239946"	"Fibrosis, Liver"	0	1	0	0
407006	"C0239946"	"Fibrosis, Liver"	0	1	0	0
407010	"C0239946"	"Fibrosis, Liver"	0	1	0	0
407012	"C0239946"	"Fibrosis, Liver"	0	1	0	0
407021	"C0239946"	"Fibrosis, Liver"	0	1	0	0
407024	"C0239946"	"Fibrosis, Liver"	0	1	0	0
407025	"C0239946"	"Fibrosis, Liver"	0	1	0	0
407026	"C0239946"	"Fibrosis, Liver"	1	1	0	0
407030	"C0239946"	"Fibrosis, Liver"	1	1	0	0
407032	"C0239946"	"Fibrosis, Liver"	1	1	0	0
407034	"C0239946"	"Fibrosis, Liver"	0	1	0	0
407035	"C0239946"	"Fibrosis, Liver"	0	1	0	0
407039	"C0239946"	"Fibrosis, Liver"	0	1	0	0
407040	"C0239946"	"Fibrosis, Liver"	0	1	0	0
407977	"C0239946"	"Fibrosis, Liver"	0	1	0	0
442895	"C0239946"	"Fibrosis, Liver"	1	1	0	0
442913	"C0239946"	"Fibrosis, Liver"	1	1	0	0
442915	"C0239946"	"Fibrosis, Liver"	0	1	0	0
494327	"C0239946"	"Fibrosis, Liver"	0	1	0	0
574506	"C0239946"	"Fibrosis, Liver"	1	1	0	0
619552	"C0239946"	"Fibrosis, Liver"	0	1	0	0
693156	"C0239946"	"Fibrosis, Liver"	0	1	0	0
768216	"C0239946"	"Fibrosis, Liver"	0	1	0	0
100126334	"C0239946"	"Fibrosis, Liver"	1	1	0	0
100302736	"C0239946"	"Fibrosis, Liver"	0	1	0	0
100313838	"C0239946"	"Fibrosis, Liver"	1	1	0	0
100506742	"C0239946"	"Fibrosis, Liver"	0	1	0	0
100885779	"C0239946"	"Fibrosis, Liver"	0	1	0	0
101054525	"C0239946"	"Fibrosis, Liver"	0	1	0	0
102724197	"C0239946"	"Fibrosis, Liver"	0	1	0	0
102800311	"C0239946"	"Fibrosis, Liver"	0	1	0	0
140685	"C0239946"	"Fibrosis, Liver"	0	0	1	0
27351	"C0239946"	"Fibrosis, Liver"	0	0	1	0
125150	"C0239946"	"Fibrosis, Liver"	0	0	1	0
84002	"C0239946"	"Fibrosis, Liver"	0	0	1	0
7058	"C0239946"	"Fibrosis, Liver"	0	0	1	0
8828	"C0239946"	"Fibrosis, Liver"	0	0	1	0
84992	"C0239946"	"Fibrosis, Liver"	0	0	1	0
6372	"C0239946"	"Fibrosis, Liver"	0	0	1	0
3570	"C0239946"	"Fibrosis, Liver"	0	0	1	0
176	"C0239946"	"Fibrosis, Liver"	0	0	1	0
4319	"C0239946"	"Fibrosis, Liver"	0	0	1	0
23492	"C0239946"	"Fibrosis, Liver"	0	0	1	0
126074	"C0239946"	"Fibrosis, Liver"	0	0	1	0
63827	"C0239946"	"Fibrosis, Liver"	0	0	1	0
7782	"C0239946"	"Fibrosis, Liver"	0	0	1	0
2939	"C0239946"	"Fibrosis, Liver"	0	0	1	0
2251	"C0239946"	"Fibrosis, Liver"	0	0	1	0
2254	"C0239946"	"Fibrosis, Liver"	0	0	1	0
6364	"C0239946"	"Fibrosis, Liver"	0	0	1	0
6492	"C0239946"	"Fibrosis, Liver"	0	0	1	0
57491	"C0239946"	"Fibrosis, Liver"	0	0	1	0
6339	"C0239946"	"Fibrosis, Liver"	0	0	1	0
130813	"C0239946"	"Fibrosis, Liver"	0	0	1	0
10400	"C0239946"	"Fibrosis, Liver"	0	0	1	0
51279	"C0239946"	"Fibrosis, Liver"	0	0	1	0
27092	"C0239946"	"Fibrosis, Liver"	0	0	1	0
64101	"C0239946"	"Fibrosis, Liver"	0	0	1	0
729230	"C0239946"	"Fibrosis, Liver"	0	0	1	0
2219	"C0239946"	"Fibrosis, Liver"	0	0	1	0
255738	"C0239946"	"Fibrosis, Liver"	0	0	1	0
3914	"C0239946"	"Fibrosis, Liver"	0	0	1	0
137872	"C0239946"	"Fibrosis, Liver"	0	0	1	0
6360	"C0239946"	"Fibrosis, Liver"	0	0	1	0
30820	"C0239946"	"Fibrosis, Liver"	0	0	1	0
5697	"C0239946"	"Fibrosis, Liver"	0	0	1	0
5008	"C0239946"	"Fibrosis, Liver"	0	0	1	0
5744	"C0239946"	"Fibrosis, Liver"	0	0	1	0
6346	"C0239946"	"Fibrosis, Liver"	0	0	1	0
149951	"C0239946"	"Fibrosis, Liver"	0	0	1	0
7043	"C0239946"	"Fibrosis, Liver"	0	0	1	0
60401	"C0239946"	"Fibrosis, Liver"	0	0	1	0
8829	"C0239946"	"Fibrosis, Liver"	0	0	1	0
134285	"C0239946"	"Fibrosis, Liver"	0	0	1	0
7049	"C0239946"	"Fibrosis, Liver"	0	0	1	0
4311	"C0239946"	"Fibrosis, Liver"	0	0	1	0
57597	"C0239946"	"Fibrosis, Liver"	0	0	1	0
30819	"C0239946"	"Fibrosis, Liver"	0	0	1	0
3442	"C0239946"	"Fibrosis, Liver"	0	0	1	0
3749	"C0239946"	"Fibrosis, Liver"	0	0	1	0
4324	"C0239946"	"Fibrosis, Liver"	0	0	1	0
6359	"C0239946"	"Fibrosis, Liver"	0	0	1	0
5657	"C0239946"	"Fibrosis, Liver"	0	0	1	0
6370	"C0239946"	"Fibrosis, Liver"	0	0	1	0
4314	"C0239946"	"Fibrosis, Liver"	0	0	1	0
55876	"C0239946"	"Fibrosis, Liver"	0	0	1	0
1237	"C0239946"	"Fibrosis, Liver"	0	0	1	0
5274	"C0239946"	"Fibrosis, Liver"	0	0	1	0
6363	"C0239946"	"Fibrosis, Liver"	0	0	1	0
3455	"C0239946"	"Fibrosis, Liver"	0	0	1	0
2	"C0023890"	"Liver Cirrhosis"	1	1	1	0
43	"C0023890"	"Liver Cirrhosis"	0	1	0	0
59	"C0023890"	"Liver Cirrhosis"	1	1	1	0
60	"C0023890"	"Liver Cirrhosis"	0	1	0	0
94	"C0023890"	"Liver Cirrhosis"	0	1	0	0
103	"C0023890"	"Liver Cirrhosis"	0	1	0	0
104	"C0023890"	"Liver Cirrhosis"	0	1	0	0
125	"C0023890"	"Liver Cirrhosis"	0	1	0	0
126	"C0023890"	"Liver Cirrhosis"	0	1	0	0
128	"C0023890"	"Liver Cirrhosis"	0	1	0	0
148	"C0023890"	"Liver Cirrhosis"	1	1	1	0
154	"C0023890"	"Liver Cirrhosis"	0	1	0	0
155	"C0023890"	"Liver Cirrhosis"	0	1	0	0
174	"C0023890"	"Liver Cirrhosis"	0	1	0	0
182	"C0023890"	"Liver Cirrhosis"	0	1	0	0
183	"C0023890"	"Liver Cirrhosis"	1	1	1	0
185	"C0023890"	"Liver Cirrhosis"	0	1	0	0
207	"C0023890"	"Liver Cirrhosis"	0	1	0	0
210	"C0023890"	"Liver Cirrhosis"	1	1	1	0
213	"C0023890"	"Liver Cirrhosis"	1	1	1	0
215	"C0023890"	"Liver Cirrhosis"	0	1	0	0
217	"C0023890"	"Liver Cirrhosis"	0	1	0	0
229	"C0023890"	"Liver Cirrhosis"	0	1	0	0
240	"C0023890"	"Liver Cirrhosis"	0	1	0	0
284	"C0023890"	"Liver Cirrhosis"	0	1	0	0
324	"C0023890"	"Liver Cirrhosis"	0	1	0	0
328	"C0023890"	"Liver Cirrhosis"	0	1	0	0
335	"C0023890"	"Liver Cirrhosis"	0	1	0	0
338	"C0023890"	"Liver Cirrhosis"	0	1	0	0
348	"C0023890"	"Liver Cirrhosis"	0	1	0	0
350	"C0023890"	"Liver Cirrhosis"	0	1	0	0
355	"C0023890"	"Liver Cirrhosis"	0	1	0	0
358	"C0023890"	"Liver Cirrhosis"	0	1	0	0
359	"C0023890"	"Liver Cirrhosis"	0	1	0	0
367	"C0023890"	"Liver Cirrhosis"	0	1	0	0
374	"C0023890"	"Liver Cirrhosis"	0	1	0	0
393	"C0023890"	"Liver Cirrhosis"	0	1	0	0
405	"C0023890"	"Liver Cirrhosis"	1	1	1	0
408	"C0023890"	"Liver Cirrhosis"	1	1	1	0
409	"C0023890"	"Liver Cirrhosis"	0	1	0	0
412	"C0023890"	"Liver Cirrhosis"	0	1	0	0
445	"C0023890"	"Liver Cirrhosis"	0	1	0	0
465	"C0023890"	"Liver Cirrhosis"	0	1	0	0
537	"C0023890"	"Liver Cirrhosis"	0	1	0	0
540	"C0023890"	"Liver Cirrhosis"	1	1	1	0
551	"C0023890"	"Liver Cirrhosis"	0	1	0	0
563	"C0023890"	"Liver Cirrhosis"	0	1	0	0
574	"C0023890"	"Liver Cirrhosis"	0	1	0	0
590	"C0023890"	"Liver Cirrhosis"	0	1	0	0
596	"C0023890"	"Liver Cirrhosis"	0	1	0	0
607	"C0023890"	"Liver Cirrhosis"	0	1	0	0
611	"C0023890"	"Liver Cirrhosis"	0	1	0	0
613	"C0023890"	"Liver Cirrhosis"	0	1	0	0
617	"C0023890"	"Liver Cirrhosis"	0	1	0	0
644	"C0023890"	"Liver Cirrhosis"	0	1	0	0
651	"C0023890"	"Liver Cirrhosis"	0	1	0	0
655	"C0023890"	"Liver Cirrhosis"	0	1	0	0
671	"C0023890"	"Liver Cirrhosis"	0	1	0	0
682	"C0023890"	"Liver Cirrhosis"	0	1	0	0
687	"C0023890"	"Liver Cirrhosis"	0	1	0	0
710	"C0023890"	"Liver Cirrhosis"	1	1	1	0
713	"C0023890"	"Liver Cirrhosis"	1	1	1	0
780	"C0023890"	"Liver Cirrhosis"	0	1	0	0
811	"C0023890"	"Liver Cirrhosis"	0	1	0	0
834	"C0023890"	"Liver Cirrhosis"	0	1	0	0
846	"C0023890"	"Liver Cirrhosis"	0	1	0	0
847	"C0023890"	"Liver Cirrhosis"	0	1	0	0
857	"C0023890"	"Liver Cirrhosis"	0	1	0	0
866	"C0023890"	"Liver Cirrhosis"	1	1	0	0
871	"C0023890"	"Liver Cirrhosis"	1	1	1	0
907	"C0023890"	"Liver Cirrhosis"	0	1	0	0
912	"C0023890"	"Liver Cirrhosis"	0	1	0	0
922	"C0023890"	"Liver Cirrhosis"	0	1	0	0
928	"C0023890"	"Liver Cirrhosis"	1	1	1	0
929	"C0023890"	"Liver Cirrhosis"	1	1	1	0
943	"C0023890"	"Liver Cirrhosis"	0	1	0	0
947	"C0023890"	"Liver Cirrhosis"	0	1	0	0
948	"C0023890"	"Liver Cirrhosis"	0	1	0	0
959	"C0023890"	"Liver Cirrhosis"	0	1	0	0
969	"C0023890"	"Liver Cirrhosis"	0	1	0	0
999	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1012	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1026	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1029	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1030	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1116	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1131	"C0023890"	"Liver Cirrhosis"	1	1	0	0
1163	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1164	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1174	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1191	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1234	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1268	"C0023890"	"Liver Cirrhosis"	1	1	0	0
1269	"C0023890"	"Liver Cirrhosis"	1	1	0	0
1277	"C0023890"	"Liver Cirrhosis"	1	1	1	0
1278	"C0023890"	"Liver Cirrhosis"	1	1	1	0
1281	"C0023890"	"Liver Cirrhosis"	1	1	1	0
1290	"C0023890"	"Liver Cirrhosis"	1	1	1	0
1305	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1316	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1351	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1356	"C0023890"	"Liver Cirrhosis"	1	1	1	0
1363	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1374	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1378	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1392	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1401	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1435	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1437	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1440	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1448	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1476	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1485	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1490	"C0023890"	"Liver Cirrhosis"	1	1	1	0
1493	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1499	"C0023890"	"Liver Cirrhosis"	1	1	1	0
1524	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1535	"C0023890"	"Liver Cirrhosis"	1	1	1	0
1543	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1544	"C0023890"	"Liver Cirrhosis"	1	1	0	0
1548	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1555	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1557	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1565	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1571	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1576	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1593	"C0023890"	"Liver Cirrhosis"	1	1	1	0
1607	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1636	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1655	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1716	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1717	"C0023890"	"Liver Cirrhosis"	1	1	1	0
1728	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1736	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1737	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1755	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1763	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1786	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1788	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1789	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1803	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1811	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1822	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1890	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1906	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1909	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1910	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1950	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1956	"C0023890"	"Liver Cirrhosis"	0	1	0	0
1958	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2006	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2022	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2023	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2064	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2091	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2099	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2147	"C0023890"	"Liver Cirrhosis"	1	1	1	0
2149	"C0023890"	"Liver Cirrhosis"	1	1	1	0
2152	"C0023890"	"Liver Cirrhosis"	1	1	1	0
2153	"C0023890"	"Liver Cirrhosis"	1	1	1	0
2155	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2157	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2184	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2191	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2200	"C0023890"	"Liver Cirrhosis"	1	1	1	0
2222	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2230	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2247	"C0023890"	"Liver Cirrhosis"	1	1	1	0
2252	"C0023890"	"Liver Cirrhosis"	1	1	1	0
2263	"C0023890"	"Liver Cirrhosis"	1	1	1	0
2264	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2272	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2274	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2309	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2321	"C0023890"	"Liver Cirrhosis"	1	1	1	0
2331	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2335	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2523	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2551	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2592	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2597	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2632	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2638	"C0023890"	"Liver Cirrhosis"	1	1	1	0
2641	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2645	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2660	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2671	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2688	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2690	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2719	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2720	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2729	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2736	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2744	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2784	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2859	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2875	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2876	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2903	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2904	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2919	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2923	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2932	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2944	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2950	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2952	"C0023890"	"Liver Cirrhosis"	0	1	0	0
2956	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3026	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3066	"C0023890"	"Liver Cirrhosis"	1	1	1	0
3077	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3082	"C0023890"	"Liver Cirrhosis"	1	1	1	0
3090	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3091	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3101	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3105	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3107	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3108	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3115	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3117	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3119	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3123	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3145	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3162	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3172	"C0023890"	"Liver Cirrhosis"	0	1	0	0
3240	"C0023890"	"Liver Cirrhosis"	0	1	0	0
